HM_Mean,HM_Std,HM_Median,EM_Mean,EM_Std,EM_Median,HM_Pitch_Mean,HM_Pitch_Std,HM_Pitch_Median,HM_Yaw_Mean,HM_Yaw_Std,HM_Yaw_Median,EM_Pitch_Mean,EM_Pitch_Std,EM_Pitch_Median,EM_Yaw_Mean,EM_Yaw_Std,EM_Yaw_Median,Fixation_Num,Fixation_Duration_Mean,Fixation_Duration_Std,Fixation_Duration_Max,Fixation_Duration_Min,Saccade_Duration_Mean,Saccade_Duration_Std,Saccade_Duration_Max,Saccade_Duration_Min,Saccade_Amplitude_Mean,Saccade_Amplitude_Std,Saccade_Amplitude_Max,Saccade_Amplitude_Min,PD_Mean,PD_Std,PD_Median,PDemo_Mean,PDemo_Std,PDemo_Median,EDA_Mean,EDA_Std,EDA_Median,BVP_Mean,BVP_Std,BVP_Median,HR_Mean,HR_Std,HR_Median,SKT_Mean,SKT_Std,SKT_Median,Valence_Mean,Valence_Median,Arousal_Mean,Arousal_Median,SAM_Valence,SAM_Arousal,V_SAM,A_SAM,V_binary,A_binary,V_3class,A_3class,V_A_5class,VID
0.6213954986259982,0.2907587256223648,0.6535205629207587,0.6417462538191737,0.3115716062108857,0.6879798633415775,0.02811452909318706,0.006729951423353913,0.02657083013227475,0.5067401130947167,0.19367451672523572,0.5743665974216736,0.9293097767227341,0.036554299790338675,0.9235565756580479,0.07930156614215764,0.0019090461727680585,0.0786966076345128,8,12.625,4.688749833377763,21,8,16.555555555555557,15.420845279549447,49,2,2106.802045117087,3323.3233802467357,8474.361368308684,114.08719992237504,-0.11682644214738337,3.901844844647632,-1.1613049349783262,-93.62386012004002,52.62551301975862,-94.1845261753918,1.2173486162054037,6.1886533685934575,2.5030216738912827,-69.0522214071357,89.40011129248651,-87.14325075025013,5.020873957985995,0.10966532934254616,5.0,4.873197065688563,0.45515274351206236,5.0,5.020873957985995,5.0,4.873197065688563,5.0,9.0,9.0,1,1,1,0,1,1,1,1.0
0.16306140665731864,0.138604020557129,0.1285658432887956,0.1416309487788629,0.11845929541511213,0.10083122533548111,0.004322138748014307,0.0036974613109128644,0.00376623123523105,0.5203106089783068,0.19582004323971786,0.5639727130303903,0.8151747674247931,0.03075305166695348,0.8132656615146501,0.17690210908094606,0.1363033389126992,0.12130978018368285,11,13.727272727272727,4.350358586911054,20,8,8.25,7.495832175282475,25,2,291.87431364170885,118.58947952572659,473.6679425450166,119.0086865046935,-1.0642635878626203,4.699247184091229,-2.327717572524178,-32.672896132044016,21.478390078721905,-30.79130460153386,-3.6397230743581193,10.154077343373299,-1.1054683227743298,-27.129053351117037,20.957779218839917,-24.677175391796982,8.6878396132044,0.678282581376482,9.0,6.207296432144047,1.8086254996338427,6.519486328776259,8.6878396132044,9.0,6.207296432144047,6.519486328776259,9.0,9.0,1,1,1,1,2,2,0,1.0
0.8633261463462643,0.1354399967683413,0.8967549688884535,0.8840550683697963,0.12052076135668828,0.933787791248027,0.0053540259617924435,0.0023764888361148015,0.0044874485820494,0.5193014784807738,0.22926617262198437,0.5815123846921543,0.7689917371364204,0.0063012159158682265,0.7667717046531208,0.33334881367759583,0.1847878913619724,0.39619185197677914,11,12.363636363636363,7.010028235875272,32,8,9.5,9.29605651158956,34,2,1609.047155132892,2965.5434439508253,8669.389791570968,165.00416552519778,-2.050548182727576,3.3389576327049086,-1.4699851617205741,-52.459226575525115,129.7509730973156,-115.02807019006335,-1.8273406135378432,6.133987202027831,-2.558742914304767,-60.31732244081359,129.92824442010587,-126.34320306768905,8.998313437812605,0.007299275359812168,9.0,8.079049516505501,0.5699895793634525,8.212581360453488,8.998313437812605,9.0,8.079049516505501,8.212581360453488,9.0,9.0,1,1,1,1,2,2,0,1.0
0.14009370885611896,0.1476106042397159,0.10752772211712461,0.12307010043398717,0.12279679492151906,0.1009875650518751,0.02650391107294167,0.016845103048552634,0.02313643593676365,0.5057250514874788,0.2226464915938057,0.5600666216163073,0.7610739413267679,0.021926867004992582,0.7684357415116683,0.23006666726130928,0.15596770752732136,0.22501422405584384,12,12.0,3.6742346141747673,20,8,8.153846153846153,5.959428907152789,22,3,262.9092632550955,88.76324521980834,462.4481745187917,115.15577389472465,-1.6737562520840248,3.477123916282206,-1.407087195731897,1.6642969323107246,44.54663814947187,14.764004168055969,-0.8933386128709622,9.810778929676806,-1.0708321107035526,9.874834611537137,42.03613673751887,22.023939979993344,8.894296098699566,0.12905301540934624,8.923584361453816,7.091508669556519,1.4069168474507874,6.966664721573859,8.894296098699566,8.923584361453816,7.091508669556519,6.966664721573859,9.0,9.0,1,1,1,1,2,2,0,1.0
0.3955055481654243,0.2791768004573709,0.3910676735552197,0.42724559587330563,0.28537117752770885,0.5078604667075337,0.04082774818659082,0.02708245178414719,0.03505839594834065,0.5243775414202559,0.2109582870169393,0.597301899669591,0.6361756839911817,0.042934656747959876,0.6358443897498098,0.5037649514299827,0.220534054825465,0.5061517063092096,12,11.583333333333334,5.7366995931652385,30,8,9.25,9.696434052440791,35,1,238.77756623406,114.11719213883958,404.431833721152,25.392316930753367,-3.8013889629876636,6.247309966028528,-4.047028842947659,-52.03637529176388,54.25871734485624,-66.20526325441809,2.1477004001333824,9.04051042880398,-0.044684561520502895,-57.569332777592514,52.27608206807359,-78.48229993331113,8.994288762920975,0.01816853484544381,9.0,6.558398132710903,0.26667950274028757,6.73054034678226,8.994288762920975,9.0,6.558398132710903,6.73054034678226,9.0,9.0,1,1,1,1,2,2,0,1.0
0.17138472118717618,0.048537847488687086,0.17897870478400502,0.22680463797497274,0.08540713024814892,0.22931807459691114,0.040426820545650756,0.016488086265030354,0.04179480575178475,0.5115590394834638,0.16806527367417987,0.5223328239682075,0.5169451359627131,0.026858346554893275,0.5191796391629355,0.4939587489407189,0.24999619865935696,0.5158828644079834,9,14.11111111111111,3.281071791162978,21,10,13.666666666666666,13.605554421305701,38,1,222.19618513625983,103.02463946437395,384.8644717268065,37.25936357294394,-23.865442980993663,18.727862299060003,-15.944249583194395,-14.646537012337461,30.333558233845697,-28.260950983661257,26.63149199733244,27.971330025684342,12.850368956318686,-12.644019673224424,35.660598352985566,-16.042066522174043,9.0,0.0,9.0,6.471383794598199,0.006969585972436294,6.468,9.0,9.0,6.471383794598199,6.468,9.0,9.0,1,1,1,1,2,2,0,1.0
0.27957415863885404,0.20676432780380832,0.25842747472196936,0.26748903001322893,0.22358174055863117,0.19172494658433364,0.10090794319444436,0.02532260286340017,0.09249323155371045,0.5250510414647342,0.17036447101608798,0.5748602065363317,0.42522539617180893,0.02152959635975878,0.423305761387501,0.5144250606753165,0.19413972847772895,0.5022576397259562,9,12.777777777777779,3.456966485800899,18,8,13.5,7.297259759663212,29,4,339.37364767768474,73.73291730311276,458.56669128357106,213.92766048757198,-4.944044014671561,3.590548021101025,-5.523968322774281,-44.281009836612135,37.04591367731633,-49.854028342780786,-1.0000498499499748,8.117309160489057,1.109161720573601,-43.28683344448143,35.07819999423527,-38.99782460820189,8.882768922974325,0.18181696792202853,8.94162020673558,5.773140380126709,0.8034509345741057,5.663090196732263,8.882768922974325,8.94162020673558,5.773140380126709,5.663090196732263,9.0,9.0,1,1,1,1,2,1,0,1.0
0.6282213670197093,0.18725632653027663,0.7204768201347922,0.6250599365850757,0.22072928893518803,0.7459332433994725,0.15521788676268497,0.03402502372959965,0.15666653456008028,0.5120408327702589,0.1794633876951913,0.5589967563695243,0.34788106478564634,0.021060628737748503,0.34501186840066744,0.4234999817616703,0.127694659522878,0.4976866820178266,10,16.1,9.9443451267542,37,8,8.9,8.080222769206305,26,1,300.2621094124887,147.47060701507326,468.9144345719215,62.04408201503489,0.7505098366122003,5.943590878899232,-1.7276000333444432,-94.47915688562854,22.540940525003645,-105.00059419806601,-5.654533677892642,7.6662117813113975,-8.378478826275426,-93.15902850950316,27.77378652537598,-107.40011037012448,8.940388129376457,0.13015208606593814,9.0,7.184226742247415,0.2764298739417821,7.204499833277759,8.940388129376457,9.0,7.184226742247415,7.204499833277759,9.0,9.0,1,1,1,1,2,2,0,1.0
0.85341165782332,0.13394994771216026,0.9045625868016288,0.8384160062219334,0.11732674754778884,0.8616057634383352,0.17056223104020027,0.11863722287856425,0.0895108133686143,0.5268652751621499,0.18078175588738285,0.5739623645911738,0.2798214243954868,0.016170476099491505,0.2763133531250773,0.5071471280666302,0.25015898329633324,0.4851859874897066,8,16.125,9.346623721965061,36,8,13.875,16.840705893756354,57,1,1711.4126771746885,2476.661962742481,6355.847231930971,66.71679803061488,-22.296563854618203,9.26241337953339,-20.75668006001998,-59.96349649883293,134.8022555543238,-132.78089429809904,27.689123041013676,15.592497047786479,27.53593281093666,-42.143442814271644,141.29685022826902,-122.19295981994,8.73876992330777,0.527384543236086,8.977631710570192,6.443984994998333,0.5538495226535386,6.368137879293098,8.73876992330777,8.977631710570192,6.443984994998333,6.368137879293098,9.0,9.0,1,1,1,1,2,2,0,1.0
0.6132001911652841,0.19525273871231272,0.639541006489396,0.5661114107458531,0.20836177724195434,0.6390067413234688,0.15021414106380862,0.18312827465392031,0.0835102905804647,0.5007337476914416,0.17952692896166306,0.5527954143102841,0.2113659360034256,0.030999934916983603,0.2171729292034692,0.5715785115563113,0.24753016105435113,0.5735960228771678,11,13.636363636363637,5.086036629345224,26,8,8.6,14.037093716293269,50,1,263.1980839457193,144.47234340449904,459.33683826705146,63.20107309407476,-16.53328309436479,3.0500714616690745,-16.98525475158391,-94.22887462487505,25.66990923559718,-95.88569489829949,13.032542514171375,12.47961186785064,12.309353784594846,-86.20812370790273,26.943442088983375,-96.90392330776933,8.986162387462487,0.03265370752551767,9.0,5.047126708902969,0.18679538570869075,5.0,8.986162387462487,9.0,5.047126708902969,5.0,9.0,9.0,1,1,1,1,2,1,0,1.0
